,ID,Prompt,Representations,Auto_assessment,Task,Task_specific_label,img2img_instructions,Linked_prompts
936,937,"A bottle of perfume with the label ""Dior J'adore"" written on it",perfume bottle,False,Text rendering,Dior J'adore,,2061
937,938,"A ticket stub from a movie that says ""Avengers: Endgame"" written on it",ticket,False,Text rendering,Avengers: Endgame,,2062
938,939,"A boat with the destination ""The Caribbean"" written on the front",boat,False,Text rendering,The Caribbean,,1716
939,940,"A store window with the words ""Back to School"" written on it",store,False,Text rendering,Back to School,,1887
940,941,"A receipt from a pharmacy that says ""CVS"" written on it",receipt,False,Text rendering,CVS,,2055
941,942,"A contract with the words ""Non-disclosure Agreement"" written on it",contract,False,Text rendering,Non-disclosure Agreement,,2059
942,943,"A book with the title ""The Great Gatsby"" written on the cover",book,False,Text rendering,The Great Gatsby,,1826
943,944,"A newspaper with the headline ""US wins World Cup"" written on it",newspaper,False,Text rendering,US wins World Cup,,2051
944,945,"A license plate that says ""Illinois - The Prairie State""",license plate,False,Text rendering,Illinois - The Prairie State,,2063
945,946,"A contract with the words ""Partnership Agreement"" written on it",contract,False,Text rendering,Partnership Agreement,,2059
946,947,"A label on a jar of peanut butter that says ""Smooth"" written on it",jar,False,Text rendering,Smooth,,1712
947,948,"A book with the title ""The Grapes of Wrath"" written on the cover",book,False,Text rendering,The Grapes of Wrath,,1826
948,949,"A poster with the slogan ""Save the Rainforests"" written on it",poster,False,Text rendering,Save the Rainforests,,2054
949,950,"A laptop with a sticker that says ""Asus"" written on it",laptop,False,Text rendering,Asus,,1837
950,951,"A notebook with the words ""Ideas"" written on the front cover",notebook,False,Text rendering,Ideas,,2057
951,952,"A postcard with the message ""Aloha from Maui"" written on it",postcard,False,Text rendering,Aloha from Maui,,2064
952,953,"A ticket stub from a theme park that says ""Six Flags"" written on it",ticket stub,False,Text rendering,Six Flags,,2065
953,954,"A ticket stub from a museum that says ""The Louvre"" written on it",ticket stub,False,Text rendering,The Louvre,,2065
954,955,"A billboard advertising ""See the Eiffel Tower in Paris""",billboard,False,Text rendering,See the Eiffel Tower in Paris,,2049
955,956,"A store window with the words ""Fall Collection"" written on it",store,False,Text rendering,Fall Collection,,1887
956,957,"A business card with the name ""John Doe"" and the title ""CEO"" written on it",business card,False,Text rendering,"John Doe, CEO",,2056
957,958,"A bus with the destination ""Times Square"" written on the front",bus,False,Text rendering,Times Square,,1785
958,959,"A postcard with the message ""Greetings from Hawaii"" written on it",postcard,False,Text rendering,Greetings from Hawaii,,2064
959,960,"A book with the title ""The Alchemist"" written on the cover",book,False,Text rendering,The Alchemist,,1826
960,961,"A newspaper with the headline ""Dow Jones reaches all-time high"" written on it",newspaper,False,Text rendering,Dow Jones reaches all-time high,,2051
961,962,"A laptop with a sticker that says ""HP"" written on it",laptop,False,Text rendering,HP,,1837
962,963,"A billboard advertising ""Experience the Northern Lights""",billboard,False,Text rendering,Experience the Northern Lights,,2049
963,964,"A business card with the name ""William Johnson"" and the title ""Finance Director"" written on it",business card,False,Text rendering,"William Johnson, Finance Director",,2056
964,965,"A map with the legend ""Oceans, Continents, Islands"" written on it",map,False,Text rendering,"Oceans, Continents, Islands",,2052
965,966,"A t-shirt with the band name ""Pink Floyd"" written on it",t-shirt,False,Text rendering,Pink Floyd,,1756
966,967,"A label on a jar of salsa that says ""Mango Habanero"" written on it",jar,False,Text rendering,Mango Habanero,,1712
967,968,"A label on a jar of jam that says ""Strawberry Preserves"" written on it",jar,False,Text rendering,Strawberry Preserves,,1712
968,969,"A poster with the slogan ""Go Green"" written on it",poster,False,Text rendering,Go Green,,2054
969,970,"A menu at a restaurant that has the dish ""Lobster Bisque"" listed",restaurant menu,False,Text rendering,Lobster Bisque,,2058
970,971,"A newspaper with the headline ""President Trump impeached"" written on it",newspaper,False,Text rendering,President Trump impeached,,2051
971,972,"A bottle of cologne with the label ""Armani Code"" written on it",perfume bottle,False,Text rendering,Armani Code,,2061
972,973,"A t-shirt with the band name ""The Who"" written on it",t-shirt,False,Text rendering,The Who,,1756
973,974,"A ticket stub from a sports game that says ""New York Yankees"" written on it",ticket,False,Text rendering,New York Yankees,,2062
974,975,"A book with the title ""Pride and Prejudice"" written on the cover",book,False,Text rendering,Pride and Prejudice,,1826
975,976,"A menu at a restaurant that has the dish ""Filet Mignon"" listed",restaurant menu,False,Text rendering,Filet Mignon,,2058
976,977,"A license plate that says ""California - The Golden State""",license plate,False,Text rendering,California - The Golden State,,2063
977,978,"A postcard with the message ""Hola from Barcelona"" written on it",postcard,False,Text rendering,Hola from Barcelona,,2064
978,979,"A license plate that says ""Texas - The Lone Star State""",license plate,False,Text rendering,Texas - The Lone Star State,,2063
979,980,"A business card with the name ""Tom Johnson"" and the title ""Sales Director"" written on it",business card,False,Text rendering,"Tom Johnson, Sales Director",,2056
980,981,"A label on a jar of pickles that says ""Dill"" written on it",jar,False,Text rendering,Dill,,1712
981,982,"A bottle of wine with the label ""Chateau Margaux"" written on it",wine bottle,False,Text rendering,Chateau Margaux,,2066
982,983,"A contract with the words ""Service Agreement"" written on it",contract,False,Text rendering,Service Agreement,,2059
983,984,"A street sign that says ""School Zone""",street,False,Text rendering,School Zone,,1853
984,985,"A notebook with the words ""Journal"" written on the front cover",notebook,False,Text rendering,Journal,,2057
985,986,"A postcard with the message ""Wish you were here"" written on it",postcard,False,Text rendering,Wish you were here,,2064
986,987,"A receipt from a grocery store that says ""Whole Foods"" written on it",receipt,False,Text rendering,Whole Foods,,2055
987,988,"A mail envelope with the address ""123 Main Street"" written on it",envelope,False,Text rendering,123 Main Street,,2067
988,989,"A map with the legend ""Highways, Railroads, Airports"" written on it",map,False,Text rendering,"Highways, Railroads, Airports",,2052
989,990,"A contract with the words ""Employment Agreement"" written on it",contract,False,Text rendering,Employment Agreement,,2059
990,991,"A license plate that says ""Georgia - The Peach State""",license plate,False,Text rendering,Georgia - The Peach State,,2063
991,992,"A store window with the words ""Summer Sale"" written on it",store window,False,Text rendering,Summer Sale,,2053
992,993,"A bus with the destination ""Disneyland"" written on the front",bus,False,Text rendering,Disneyland,,1785
993,994,"A map with the legend ""Deserts, Forests, Lakes"" written on it",map,False,Text rendering,"Deserts, Forests, Lakes",,2052
994,995,"A store window with the words ""Spring Collection"" written on it",store window,False,Text rendering,Spring Collection,,2053
995,996,"A postcard with the message ""Bonjour from Paris"" written on it",postcard,False,Text rendering,Bonjour from Paris,,2064
996,997,"A bottle of perfume with the label ""Chanel No 5"" written on it",perfume bottle,False,Text rendering,Chanel No 5,,2061
997,998,"A newspaper with the headline ""Man lands on Mars"" written on it",newspaper,False,Text rendering,Man lands on Mars,,2051
998,999,"A book with the title ""The Catcher in the Rye"" written on the cover",book,False,Text rendering,The Catcher in the Rye,,1826
999,1000,"A book with the title ""To Kill a Mockingbird"" written on the cover",book,False,Text rendering,To Kill a Mockingbird,,1826
1000,1001,"A t-shirt with the band logo ""The Beatles"" written on it",t-shirt,False,Text rendering,The Beatles,,1756
1001,1002,"A billboard advertising ""Visit the Pyramids of Giza""",billboard,False,Text rendering,Visit the Pyramids of Giza,,2049
1002,1003,apple on a street at night,apple,False,img2img: Environments,,https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/objects/apple.jpeg on https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/environments/night_street.jpeg,
1003,1004,backpack in a restaurant,backpack,False,img2img: Environments,,https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/objects/backpack.jpeg in https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/environments/restaurant.jpeg,
1004,1005,banana in a forest,banana,False,img2img: Environments,,https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/objects/banana.jpeg in https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/environments/forest.jpeg,
1005,1006,baseball bat in a forest,baseball bat,False,img2img: Environments,,https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/objects/baseball_bat.jpeg in https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/environments/forest.jpeg,
1006,1007,baseball glove in a kitchen,baseball glove,False,img2img: Environments,,https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/objects/baseball_glove.jpeg in https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/environments/kitchen.jpeg,
1007,1008,bear in a living room,bear,False,img2img: Environments,,https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/objects/bear.jpeg in https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/environments/living_room.jpeg,
1008,1009,bed on a street at night,bed,False,img2img: Environments,,https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/objects/bed.jpeg on https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/environments/night_street.jpeg,
1009,1010,bench in a kitchen,bench,False,img2img: Environments,,https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/objects/bench.jpeg in https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/environments/kitchen.jpeg,
1010,1011,bicycle in a restaurant,bicycle,False,img2img: Environments,,https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/objects/bicycle.jpeg in https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/environments/restaurant.jpeg,
1011,1012,bird in a living room,bird,False,img2img: Environments,,https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/objects/bird.jpeg in https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/environments/living_room.jpeg,
1012,1013,boat in a restaurant,boat,False,img2img: Environments,,https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/objects/boat.jpeg in https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/environments/restaurant.jpeg,
1013,1014,book in a restaurant,book,False,img2img: Environments,,https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/objects/book.jpeg in https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/environments/restaurant.jpeg,
1014,1015,bottle in the mountains,bottle,False,img2img: Environments,,https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/objects/bottle.jpeg in https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/environments/mountains.jpeg,
1015,1016,bowl in a forest,bowl,False,img2img: Environments,,https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/objects/bowl.jpeg in https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/environments/forest.jpeg,
1016,1017,broccoli on a street at night,broccoli,False,img2img: Environments,,https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/objects/broccoli.jpeg on  https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/environments/night_street.jpeg,
1017,1018,bus in a forest,bus,False,img2img: Environments,,https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/objects/bus.jpeg in https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/environments/forest.jpeg,
1018,1019,cake in a forest,cake,False,img2img: Environments,,https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/objects/cake.jpeg in https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/environments/forest.jpeg,
1019,1020,car in a forest,car,False,img2img: Environments,,https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/objects/car.jpeg in https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/environments/forest.jpeg,
1020,1021,carrot in a living room,carrot,False,img2img: Environments,,https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/objects/carrot.jpeg in https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/environments/living_room.jpeg,
1021,1022,cat on a street at night,cat,False,img2img: Environments,,https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/objects/cat.jpeg on https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/environments/night_street.jpeg,
1022,1023,cell phone in a restaurant,cell phone,False,img2img: Environments,,https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/objects/cell_phone.jpeg in https://raw.githubusercontent.com/IntelLabs/generative-ai/main/data/img2img/environments/restaurant.jpeg,
